S.no,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,course_id,professor,department,Quality,Difficulty,Comment
144,0.117,0.648,0.235,0.8905,0.10149597376585007,0.2665688395500183,0.631935179233551, PSYCH109,Shana Levin ,Psychology department,5.0,4.0,"Extremely clear powerpoint lectures. Makes chapters/ understanding material much easier. Book that is used is terrible, extremely confusing, but her lectures make up for it.  Tests are super hard, but it's mostly due to the content being difficult.  She is very approachable so help office hours are always there. Need to be self-motivated to do well"
145,0.0,0.619,0.381,0.9104,0.002499558962881565,0.030100246891379356,0.9674002528190613, PSYCH109,Shana Levin ,Psychology department,5.0,4.0,"very clear and comprehensive lectures.. extremely approachable and friendly, really wants you to do well, she makes everything easier to understand.. the rest is up to you"
146,0.688,0.312,0.0,-0.296,0.21843434870243073,0.7072479128837585,0.07431772351264954, INTERGRP,Shana Levin ,Psychology department,4.5,3.0,No Comments
147,0.0,0.917,0.083,0.2023,0.6856535077095032,0.27499905228614807,0.039347413927316666, PSYCH,Shana Levin ,Psychology department,2.5,4.0,"Too stringent with following the rules, nearly to the point of being anti-compassionate.  Reasonably clear with expectations, but not very approachable."
148,0.0,1.0,0.0,0.0,0.9354220032691956,0.05521183833479881,0.009366118349134922, PSYC93,Shana Levin ,Psychology department,3.5,5.0,Psych is such BS!
149,0.158,0.735,0.107,-0.3909,0.3444429039955139,0.42924433946609497,0.22631272673606873, PSYCH93,Shana Levin ,Psychology department,3.0,5.0,"This class is less focused on politics than one would think.  It's interesting, but the tests are really hard and she isn't an easy grader on papers either."
150,0.0,0.781,0.219,0.6369,0.002028333954513073,0.03368522971868515,0.9642863869667053, MATH30,Mario Martelli ,Mathematics department,4.0,4.0,The best professor in my academic years student center activity was on of his delivery style
151,0.0,0.588,0.412,0.6369,0.0017509169410914183,0.021206283941864967,0.9770427942276001, MATH30,Mario Martelli ,Mathematics department,4.0,4.0,The best professor in my academic years
152,0.033,0.795,0.172,0.7814,0.02367749623954296,0.05715227499604225,0.9191702604293823, SECT,Mario Martelli ,Mathematics department,1.0,4.0,"as a person hes probably the funniest professor youll have at cmc and now that im out of the class i love the guy but hes too smart to be teaching entry level classes and is hard to understand a lot, also goes off topic a lot"
153,0.033,0.795,0.172,0.7814,0.02367749623954296,0.05715227499604225,0.9191702604293823, SECT,Mario Martelli ,Mathematics department,1.0,4.0,"as a person hes probably the funniest professor youll have at cmc and now that im out of the class i love the guy but hes too smart to be teaching entry level classes and is hard to understand a lot, also goes off topic a lot"
154,0.0,0.256,0.744,0.4404,0.004156725015491247,0.043586913496255875,0.9522563219070435, MATH31,Mario Martelli ,Mathematics department,4.5,4.0,Enjoyable class
155,0.114,0.73,0.156,0.2625,0.7968299388885498,0.16905616223812103,0.03411387652158737, CALC31,Mario Martelli ,Mathematics department,1.5,5.0,"Ok. He is a sweet, crazy, little italian man. He does care about his students, and will try to help you. The problem is that he makes absolutely no sense when he talks. His lectures are impossible to follow, and he often starts talking to himself in Italian. He is entertaining sure, but the novelty wears off quickly. Avoid if at all possible."
156,0.0,0.38,0.62,0.5994,0.00373053434304893,0.08801442384719849,0.9082550406455994, MATHSECT,Mario Martelli ,Mathematics department,4.5,4.0,Lively classes.  Math jokes a plus.
157,0.043,0.739,0.218,0.7713,0.007532887160778046,0.03422108292579651,0.9582459926605225, MATH111,Mario Martelli ,Mathematics department,5.0,4.0,Very interesting class.  Did not use textbook all the time.  Book was hard to understand and he did a great job explaining.  Suggestion:  Go to his office hours.
158,0.056,0.546,0.397,0.8744,0.05252291262149811,0.13219021260738373,0.8152868747711182, MATH111,Mario Martelli ,Mathematics department,5.0,3.0,"Very focused and interesting.  Book was boring and incomprehensible, but he did not use it all the time.
 Cute teacher.  Helpful."
159,0.24,0.677,0.084,-0.8593,0.9384275078773499,0.05226463824510574,0.00930783525109291, MATH111,Mario Martelli ,Mathematics department,2.5,3.0,"Very sweet man. Too bad there seems to be no good teachers of differential equations around here. The book was wordy and annoying, and he didn't seem to be teaching from the book anyway which made the homework hard. Went off on lots of tangents, making class a general waste of time, and the lectures were either boring or useless."
160,0.194,0.7,0.105,-0.4664,0.6884289979934692,0.20860612392425537,0.10296491533517838, MATH31,Mario Martelli ,Mathematics department,3.5,5.0,"the cutest little old, itallian man ever BUT terrible prof. i had the hardest time following him during lectures!"
161,0.0,0.196,0.804,0.6249,0.005009840242564678,0.0506599061191082,0.9443302154541016, MATH31,Mario Martelli ,Mathematics department,5.0,4.0,Awesome prof
162,0.039,0.784,0.177,0.8433,0.006042558699846268,0.032362185418605804,0.9615952372550964, MATH31,Mario Martelli ,Mathematics department,4.5,4.0,"Professor Martelli is absolutely awesome!! Although at times I sat in class confused about the topic, he is willing to help you until you understand during his office hours. As long as you go in for help when you need it, it is very possible to get an A in his class."
163,0.0,0.556,0.444,0.4927,0.0014235465787351131,0.018642134964466095,0.9799342751502991, MATH,Mario Martelli ,Mathematics department,5.0,4.0,Most enjoyable class at CMC.
164,0.022,0.795,0.184,0.8957,0.014932387508451939,0.040124230086803436,0.944943368434906, MATH31,Mario Martelli ,Mathematics department,4.5,4.0,"I love Martelli.  He sometimes goes off on tangents in class and laughs uncontrolably at the weirdest things, but he is just too cute.  He puts nothing in front of his students and will spend as much time as you need outside of class to help you.  I would take him again in a heartbeat if i had to take more math"
165,0.0,0.273,0.727,0.7906,0.0026100347749888897,0.023569798097014427,0.9738202095031738, MATH,Mario Martelli ,Mathematics department,5.0,4.0,"Funny, outgoing professor.  Makes class enjoyable."
166,0.118,0.594,0.288,0.9342,0.006826391909271479,0.04307812824845314,0.950095534324646, MATH31,Mario Martelli ,Mathematics department,4.5,3.0,"The class can be tough at times, but if you ask questions in class or visit him during his office hours he does his best to help you understand.  Plus he is just so cute and funny he makes you forget you flunked the last quiz..."
167,0.045,0.612,0.343,0.807,0.022553373128175735,0.10787003487348557,0.8695765733718872, MATH31,Mario Martelli ,Mathematics department,4.5,4.0,pretty good teacher...great personality and attitude..a little hard to understand at times because of his accent...good and fair teacher.
168,0.055,0.531,0.414,0.8779,0.0036056148819625378,0.026956666260957718,0.9694377779960632, CALC30,Mario Martelli ,Mathematics department,5.0,3.0,"Tough, but interesting class.  I have only had 8 profs at CMC, but he is the best."
169,0.11,0.596,0.293,0.6107,0.058324988931417465,0.21489860117435455,0.7267764210700989, MATH30,Mario Martelli ,Mathematics department,4.0,4.0,"Made a math class fun.  That is not an easy task.
 Very helpful when you dont understand."
170,0.171,0.565,0.264,0.2467,0.5303530097007751,0.35786184668540955,0.11178512871265411, CALC30,Mario Martelli ,Mathematics department,2.5,5.0,hes a real nice guy...just doesnt teach too well
171,0.0,0.25,0.75,0.7184,0.0019749358762055635,0.023942027240991592,0.9740830063819885, MATH30,Mario Martelli ,Mathematics department,5.0,3.0,Interesting and fun class.
172,0.077,0.773,0.149,0.3182,0.4858531355857849,0.35281381011009216,0.16133306920528412, CALC32,Mario Martelli ,Mathematics department,1.5,5.0,Tough****.  Hard to understand him.  Explains concepts as if you're on his level.  He's too smart.
173,0.076,0.787,0.138,0.4195,0.1897743046283722,0.48817023634910583,0.32205548882484436, MATH30,Mario Martelli ,Mathematics department,4.5,5.0,Math is a difficult subject and I would prefer not to take any.  He tries to make us understand why higher math is important.  I don't agree with him on that.   He is full of energy and tries to make math tolerable.  I must admit that he makes sense out of Calculus.  He is always willing to help.
174,0.078,0.615,0.307,0.796,0.02186448872089386,0.06860149651765823,0.9095340371131897, MATH,Mario Martelli ,Mathematics department,4.5,3.0,"Tells jokes and makes you think.  Love his accent--he is from Italy.  He makes math fun, even though I am not good at it."
175,0.0,0.233,0.767,0.5106,0.005124602932482958,0.08032362908124924,0.9145517349243164, MATH,Mario Martelli ,Mathematics department,5.0,5.0,Fun class
176,0.043,0.689,0.268,0.9081,0.011155232787132263,0.06950859725475311,0.919336199760437, MATH31,Mario Martelli ,Mathematics department,3.5,5.0,"If you're good at math, take him.  If not, at least sit in on a lecture.  Watching him teach is the funniest thing in the world, and he laughs for no reason at random intervals.  Super Mario + Santa Claus = Mario Martelli."
177,0.116,0.748,0.135,0.2461,0.4290895462036133,0.3607686161994934,0.21014182269573212, CALC31,Mario Martelli ,Mathematics department,2.0,5.0,"I've never had any problems in math so I figured I might do well in a math course. Well...I figured wrong. I've never been so confused in my life, and even when I understand it he throws the hardest problem possible on his exams, but he's a nice guy."
178,0.053,0.79,0.158,0.6588,0.02654692903161049,0.30496683716773987,0.6684861779212952, MATH31,Mario Martelli ,Mathematics department,3.0,4.0,If you can speak Italian and are a brilliant mathematician go take his upper division classes. Otherwise get ready to make spend a lot of quality time with your textbook so you can pass the tests. Mama mia!
179,0.107,0.585,0.308,0.8185,0.08438349515199661,0.2903723418712616,0.6252442002296448, MATH31,Mario Martelli ,Mathematics department,3.5,3.0,A little unclear and distracted but quite brilliant.  Curses in Italian all the time which is ok since he is Italian.
180,0.119,0.727,0.154,0.296,0.01675078086555004,0.07410477101802826,0.9091444611549377, PSYC30,Marjorie Charlop-Christy ,Psychology department,5.0,2.0,I love her. She is corky for sure but thats what makes her engaging. The classes are very chill and there is almost no homework. Only things that are hard are her tests because she is very loose with teaching... But if you study a couple days before the test you will be fine.
181,0.091,0.494,0.415,0.9468,0.005298114847391844,0.031090885400772095,0.9636110663414001, PSYC065,Marjorie Charlop-Christy ,Psychology department,5.0,2.0,"Absolutely loved her. Quite a character, but definitely a class worth taking as she keeps it very interesting. Easy GE with very little work outside of the classroom and easy exams with a wicked curve."
182,0.02,0.67,0.31,0.9661,0.09711866080760956,0.3368590772151947,0.5660222172737122, PSYCH065,Marjorie Charlop-Christy ,Psychology department,4.0,1.0,Charlop def knows her stuff after being in the autism center so long. A bit eccentric and weird but she is entertaining and an easy class. Would recommend if looking for an easy psych elective but if you want to gain deep knowledge about behavior psychology this is not the class to take
183,0.035,0.841,0.124,0.6808,0.005734325852245092,0.12496844679117203,0.8692972660064697, PSYCH120,Marjorie Charlop-Christy ,Psychology department,3.5,2.0,"I took PSYCH 120 Practicum, a seminar class that works hands on at the Claremont Autism Center. It was much more hands on and no lectures or tests, so I may have had a different experience than other students. However, I found that if you reach out to her and show a genuine interest, she is very invested in your success as a student."
184,0.034,0.966,0.0,-0.1695,0.37237122654914856,0.517428994178772,0.11019977927207947, 30AND65,Marjorie Charlop-Christy ,Psychology department,3.5,2.0,"Arbitrary grader based off whether or not she likes you, so show up to every class, be polite, and you will get a grade in the A range.  She will put random facts from the book on her tests, so you must read it for the tests but not for class."
185,0.082,0.676,0.242,0.8885,0.49668416380882263,0.3765742778778076,0.12674158811569214, PHIL30,Marjorie Charlop-Christy ,Psychology department,1.5,2.0,"book needed for midterm/final but mainly based off her confusing lectures.very repetitive, easily sidetracked,always late for class. her projects are easy and class is easy to get an A in but if you are interested in psych or a psych major dont take,she wont prepare you for anything"
186,0.142,0.71,0.148,0.1063,0.8858535885810852,0.10271821171045303,0.011428194120526314, PSYC065,Marjorie Charlop-Christy ,Psychology department,1.5,2.0,"I would strongly recommend not taking a class with this professor.  She is undependable, unorganized and does not  teach by the syllabus. If you are not a favorite student, do not expect an easy A. Learning/receiving a good grade is difficult  because there is no structure and the mid-term will be on what ever she feels like, not the textbook."
187,0.095,0.654,0.251,0.8402,0.3856452405452728,0.34554263949394226,0.2688121199607849, PSYCH065,Marjorie Charlop-Christy ,Psychology department,2.0,1.0,"I had a huge interest in Behavioral Psychology. This class was a waste of time in terms of information learned. The material we covered over 1 semester could be taught in 2 class periods. Literally. Huge disappointment, because I actually wanted to learn. However, she is charismatic, hilarious, & entertaining. Easy elective, if ur looking for one."
188,0.0,0.733,0.267,0.9371,0.006179644260555506,0.04361483454704285,0.9502055048942566, PSY65,Marjorie Charlop-Christy ,Psychology department,3.0,2.0,"This professor is fun and certainly knows her stuff. Her knowledge of behavioral psych and its application i.e. with helping the autistic kids in her clinic is an opportunity that claremont college students should really consider. Sometimes she is late, or absent - that is true. The class is simple though useful."
189,0.0,1.0,0.0,0.0,0.21282048523426056,0.6806005835533142,0.10657890886068344, PSYC30,Marjorie Charlop-Christy ,Psychology department,3.5,2.0,Knows her stuff
190,0.0,0.851,0.149,0.6209,0.002540660323575139,0.04723737761378288,0.9502219557762146, PSYC60,Marjorie Charlop-Christy ,Psychology department,4.5,1.0,"This class solidified my interest in psychology. C-C is not the most traditional of instructors but you do learn a lot in her class.  And what you learn, you really learn well."
191,0.0,0.0,0.0,0.0,0.25829431414604187,0.4512723684310913,0.2904333174228668, ,Marjorie Charlop-Christy ,Psychology department,1.0,4.0,
192,0.261,0.686,0.053,-0.902,0.9755421876907349,0.021409165114164352,0.0030486315954476595, PYSCHSECT,Marjorie Charlop-Christy ,Psychology department,1.5,3.0,"One of the worst professors I've ever taken. Rude, not interest in students or their learning. If she doesn't like you, she will make your life hell--and she doesnt seem to like anyone. Made fun of an Asian kid in the class for squinting more than one time. Totally nuts."
193,0.688,0.312,0.0,-0.296,0.21843434870243073,0.7072479128837585,0.07431772351264954, PSYCH30,Marjorie Charlop-Christy ,Psychology department,1.5,1.0,No Comments
194,0.074,0.744,0.182,0.8505,0.7579162120819092,0.19548964500427246,0.04659416154026985, INTRO,Marjorie Charlop-Christy ,Psychology department,1.0,4.0,"If the former entry is right, then I'm an idiot, too.  CC is here -and tenured - for one good reason: the autism center and her excellent work with it.  Seeing that she can't get fired and has a ton of time spent at the institute, class is boring and a waste of time.  She DOES know her stuff, but that doesn't make a good professor nor a good class."
195,0.111,0.545,0.344,0.942,0.08380988985300064,0.16098661720752716,0.7552034854888916, PSYCH30,Marjorie Charlop-Christy ,Psychology department,2.0,1.0,"Professor CC is just plain CRAZY and weird, but her class is easy. I don't feel like I learned that much, but I got a good grade in the class and I enjoyed her lectures for sheer entertainment value (crazy people are funny)."
196,0.052,0.755,0.194,0.8986,0.3830806612968445,0.4024539291858673,0.2144654542207718, PSYC90,Marjorie Charlop-Christy ,Psychology department,4.0,1.0,"Anyone who bashes Intro to Psyche with Prof CC is an idiot.  She is a little wacky, and she might not care 100% about teaching, but she knows her stuff.  Her tests aren't that hard.  You'll get a good grade if you put in two hours of solid studying before the final and mid-term.  The projects are easy.  She wants you to get a good grade.  Take her."
197,0.0,0.769,0.231,0.4019,0.40886321663856506,0.4942402243614197,0.09689658135175705, HEALTHPSYCH,Marjorie Charlop-Christy ,Psychology department,1.0,3.0,"I wish i had more hands, so i could give her 4 thumbs down"
198,0.778,0.222,0.0,-0.5423,0.9728564023971558,0.023353908210992813,0.0037896197754889727, PSYCH65,Marjorie Charlop-Christy ,Psychology department,1.5,3.0,horrible class
199,0.688,0.312,0.0,-0.296,0.21843434870243073,0.7072479128837585,0.07431772351264954, BEHAVIORAL,Marjorie Charlop-Christy ,Psychology department,1.0,3.0,No Comments
200,0.0,0.85,0.15,0.8807,0.021639270707964897,0.25047796964645386,0.7278827428817749, HIST080,Charles Lofgren ,Political Science department,5.0,3.0,"Professor Lofgren, aka, ""Chuckles,"" deepened my knowledge of U.S. History when I came to CMC in 1975. In those days, all professors lectured for the full duration of the class. But lecturing does not mean that students are being passive--no, I was actively taking notes while listening and thinking to what this brilliant scholar was saying."
201,0.0,0.508,0.492,0.775,0.002252297941595316,0.01302602980285883,0.9847217202186584, 20,Charles Lofgren ,Political Science department,3.0,2.0,"This class was fun.  It's mandatory, but I enjoyed in class discussions.  "
202,0.0,0.728,0.272,0.8991,0.0017045697895810008,0.020456116646528244,0.9778393507003784, GOVT20,Charles Lofgren ,Political Science department,4.5,4.0,Professor Lofgren is easy to follow in class if you do all the readings prior to class.I would recommend going to his office hours. He is really caring and helpful if you get to know him.
203,0.086,0.695,0.219,0.8896,0.03411249443888664,0.10525701195001602,0.8606305122375488, GOV20,Charles Lofgren ,Political Science department,3.0,4.0,"Professor Lofgren is a very intelligible man who has a hard time displaying the information to his students in an interesting way. Although his class is boring at times, and his tests are fairly difficult, if you take the time to get to know him it makes the class more worthwhile. He's a great guy who really cares about his students."
204,0.137,0.651,0.212,0.6407,0.9222472906112671,0.06974528729915619,0.008007367141544819, GOV20,Charles Lofgren ,Political Science department,2.5,5.0,"Charles is clearly really knowledgeable about government and history, but his incredibly high expectations and cold demeanor make it hard to enjoy the class. He doesn't encourage students to ask questions, and often seems surprised when they do. I would definitely not recommend this class."
205,0.027,0.824,0.15,0.8008,0.08530551195144653,0.29910969734191895,0.6155847311019897, HIST176,Charles Lofgren ,Political Science department,4.5,4.0,"Prof. Lofgren is a very sweet man who really cares about his students. However, a lot of people don't like his teaching style, which is pure lecture (no powerpoint, but he provides a brief outline). He cares enough about his students to email you after class to follow up on a question you asked. Very knowledgeable."
206,0.116,0.701,0.184,0.644,0.89536052942276,0.09419164806604385,0.010447758249938488, GOV20,Charles Lofgren ,Political Science department,1.5,5.0,"Super tough. Super boring. Avoid at all costs. Clearly knows American History very well, but expects you to know it just as well as he does. Doesn't accept answers different from the ones that he is looking for, and expects you to know minute details from the reading. Do not take his class."
207,0.163,0.727,0.11,-0.375,0.920046865940094,0.07062821090221405,0.009324979968369007, HIST176,Charles Lofgren ,Political Science department,2.5,5.0,"I don't care if Constitutional History is your favorite subject - think very carefully before you take this class. He has ridiculous standards that will most likely result in him harming your GPA. He is a nice man, but the class is not worth it."
208,0.0,0.801,0.199,0.8977,0.066110759973526,0.2617529630661011,0.6721363067626953, GOV20,Charles Lofgren ,Political Science department,2.0,4.0,"A very sweet man with a voice that can lull a child to sleep. That being said, he expects a lot out of you and definitely expects you to do the reading. Class discussions are pretty dry as there are usually only one to two people who did the reading or are interested in the class."
209,0.101,0.84,0.059,-0.3291,0.9548301696777344,0.03926702216267586,0.00590280769392848, GOV20,Charles Lofgren ,Political Science department,1.5,5.0,"Completely uninteresting class, turned me off to Gov studies. He is a nice man but his grading is ridiculous and his expectations are far too high for reading and knowledge."
210,0.0,0.931,0.069,0.3919,0.5548839569091797,0.335850328207016,0.10926573723554611, HIST86,Charles Lofgren ,Political Science department,4.0,5.0,The man is a genius but he expects way too much out of his students. Weekly reading is well over 300 pages if you do all of it and the class frequently changes from lecture to pop quiz.
211,0.03,0.725,0.245,0.9185,0.056817784905433655,0.24931606650352478,0.6938661336898804, POSTWARUS,Charles Lofgren ,Political Science department,4.0,2.0,"Chucklin' Charlie we used to call him, due to the perpetual Burgess-Meredith-as-the-Penguin grin he always had. Dull but not unbearably so, affable and fair. Willing to help. Just do the work, behave and you can do fine. Nice man...I had him 20 years ago--sounds as though he hasn't changed much."
212,0.081,0.753,0.166,0.5719,0.03732816502451897,0.24993202090263367,0.7127397656440735, HIST126,Charles Lofgren ,Political Science department,3.5,4.0,"Lectures are dry, but much easier to follow if you have done the reading. He went out of his way to help me complete the class after problems in my other courses put me way behind."
213,0.047,0.908,0.045,-0.0129,0.11868645995855331,0.3616872727870941,0.519626259803772, HIST080,Charles Lofgren ,Political Science department,2.5,5.0,"Early U.S. History.  I did well in A.P. U.S. History in high school, but this guy is a hard grader.  He knows everything about anything he brings up in class.  He expects you to, also."
214,0.104,0.831,0.065,-0.3229,0.9812014102935791,0.016148535534739494,0.0026500385720282793, GOV108,Charles Lofgren ,Political Science department,1.0,5.0,"If there is any way not to take this class, don't. The most boring 3 hours of your week. Horrible grader. Expects you to know everything about everything. DO NOT TAKE."
215,0.127,0.797,0.076,-0.5757,0.651735246181488,0.29122141003608704,0.05704334005713463, GOV20,Charles Lofgren ,Political Science department,1.5,4.0,"It's pretty much all been covered, very smart, but very boring, and not a very good teacher to those who aren't as well-versed in gov.  If you know a lot about gov maybe he can illuminate some for you, but for causal students his lessons are convoluted and complex."
216,0.0,0.69,0.31,0.9603,0.007323924917727709,0.09343498200178146,0.8992410898208618, POL1945,Charles Lofgren ,Political Science department,5.0,5.0,One of the most challenging classes I took at CMC but also the one in which I learned the most; Lofgren spent signifcant time helping me improve my writing and speaking style; helped me develop confidence and become a much stronger debater in class; totally fair even though my views opposed his
217,0.201,0.702,0.097,-0.8041,0.9313572645187378,0.060378845781087875,0.008263888768851757, AMERHIST,Charles Lofgren ,Political Science department,4.0,4.0,"Great Historian, but just like the stereotype, VERY boring. He uses notecards to call on people in class and drills you with questions all the time. Makes you feel stupid if you didnt do the around 2000 pages of reading. Who has time for that much reading"
218,0.0,0.448,0.552,0.5719,0.040440116077661514,0.4356973469257355,0.5238625407218933, ANY,Charles Lofgren ,Political Science department,5.0,1.0,"Excellent historian, first rate."
219,0.037,0.963,0.0,-0.1419,0.7199253439903259,0.2519575357437134,0.028117183595895767, GOV20,Charles Lofgren ,Political Science department,1.5,4.0,"how bout this... only 4 people registered for his class and one day, 3 of the students were absent.  Get this... he STILL lectures as if there are others in the class.  Lot of people didn't like the guy, but at least, he tried..."
220,0.069,0.648,0.283,0.9508,0.0161683838814497,0.03993445262312889,0.9438971281051636, CHEM116,Kersey Black ,Chemistry department,5.0,4.0,"I don't know why he has such poor reviews! Prof. Black made my ochem experience as pleasant as possible, he is so kind and caring and loves teaching the material. Gave us lots of practice problems so the exams were very very fair. I know ochem is hard but he was awesome and I really learned a lot with him, highly recommend."
221,0.194,0.806,0.0,-0.9098,0.9715989828109741,0.02560131810605526,0.00279964879155159, CHEM116,Kersey Black ,Chemistry department,1.0,5.0,"Professor Black is by far the worst professor I have had during my college trajectory. This class is taught in the following way: students are expected to read the textbook, and in class the professor does not lecture/substantiate on the readings, but rather does practice problems- not an effective method of teaching. Highly do not recommend Prof."
222,0.244,0.756,0.0,-0.5448,0.9641663432121277,0.03285470977425575,0.002978950971737504, CHEM116,Kersey Black ,Chemistry department,1.0,5.0,He is not helpful at all. He is not clear during lecture and during office hours.
223,0.147,0.725,0.128,-0.3693,0.27136433124542236,0.4198359549045563,0.30879971385002136, CHEM116,Kersey Black ,Chemistry department,2.5,5.0,"He knows a lot of Ochem but he is not the best at teaching students with only a passing interest. He knows a ton and is a nice guy. I did badly under him but I got straight A's in 116 and 117 (and was more interested) after I took 116 again and 117 for the first time, with someone else. I can't help but think this reflects on him a bit."
224,0.688,0.312,0.0,-0.296,0.21843434870243073,0.7072479128837585,0.07431772351264954, CHEM116117,Kersey Black ,Chemistry department,4.5,4.0,No Comments
225,0.123,0.733,0.143,0.3121,0.11687812209129333,0.3257933557033539,0.5573285222053528, CHEM116117,Kersey Black ,Chemistry department,5.0,4.0,"Suck it up, it's o-chem and it's not easy.  He provides excellent explanations that make you understand WHY so that you can apply things broadly.  He expects broad understanding, so you'd better have it.  Also, replaces lowest test score with grade on final exam.  this is huge, everyone bombs at least one test."
226,0.065,0.778,0.158,0.7965,0.28212812542915344,0.4199222922325134,0.2979496121406555, CHEM117,Kersey Black ,Chemistry department,2.0,5.0,"He is a teacher that expects a lot, and classtime does not seem very well used.  If you are a huge nerd who wants to live/breath ochem I think he would be a GREAT prof.  He caters for those that put ochem above all else and are pretty much the nerds of the school, if you arnt that choose a different prof."
227,0.0,0.278,0.722,0.8316,0.004245540592819452,0.028331395238637924,0.9674230813980103, CHEM116,Kersey Black ,Chemistry department,4.5,4.0,"Great teacher, loves the subject."
228,0.029,0.795,0.176,0.8478,0.008641104213893414,0.05007457733154297,0.9412842988967896, CHEM116AND117,Kersey Black ,Chemistry department,4.0,3.0,"Awesome experience, loves his subject, and it shows!He teaches you how to critically think, instead of sheer memorization.  Learn the concepts and you'll do well on the tests...that's it, plain and simple.  Takes a lot of time to do practice problems, but my friend and I did ****loads of practice probs and the tests were easy,nothing unexpected."
229,0.249,0.667,0.084,-0.8555,0.8933373093605042,0.09544669091701508,0.011216003447771072, CHEM117,Kersey Black ,Chemistry department,2.0,4.0,"He's useless in office hours, and classes are too large to afford individual attention.  He's enthusiastic, but a lot of class time is wasted while people struggle through problems that theylack the background knowledge to solve.  He expects students to le"
230,0.137,0.73,0.133,-0.0592,0.12519146502017975,0.44932690262794495,0.4254816770553589, OCHEM1STSEM,Kersey Black ,Chemistry department,3.5,2.0,"He expects you to learn the material and read the book.  If you do that, highlight a****load, and UNDERSTAND every practice problem, you'll do well on the exams.  His exams are focused on lectures so not many surprises, especially if you know the practice problems."
231,0.0,0.789,0.211,0.6474,0.003767195623368025,0.03265994042158127,0.9635728597640991, CHEM116,Kersey Black ,Chemistry department,4.5,3.0,"you have to do a lot of work outside of class, but overall this class is really good."
232,0.0,0.892,0.108,0.6897,0.11454150080680847,0.3703857660293579,0.515072762966156, CHEM116AND15,Kersey Black ,Chemistry department,4.5,2.0,"His teaching style suited me perfectly for ochem but, when I had him during his one semester of teaching gen chem, it didn't transition over very well. He takes a more problem-based approach and, refreshingly, doesn't lecture at you. If you have to take ochem, take Black. Decent lab prof too."
233,0.0,0.623,0.377,0.7034,0.0028722553979605436,0.020503707230091095,0.976624071598053, CHEM116,Kersey Black ,Chemistry department,5.0,2.0,"Dr. Black is AWESOME, take him if you can."
234,0.082,0.737,0.181,0.4998,0.26716965436935425,0.5018669962882996,0.23096340894699097, CHEM116,Kersey Black ,Chemistry department,2.5,4.0,"Nice guy, but he does things his way and only his way.  If you have a question and he doesn't feel like answering it, you're out of luck."
235,0.0,0.821,0.179,0.6416,0.7714197635650635,0.20493030548095703,0.023650040850043297, CHEM116,Kersey Black ,Chemistry department,3.0,4.0,He's an Ochem professor.  He means well but his teaching style just doesn't feel conducive to many students learning styles.  The lectures are more like tutorials.
236,0.117,0.605,0.279,0.9152,0.0067556328140199184,0.02803638204932213,0.9652079939842224, ECON175,Heather Antecol ,Economics department,5.0,3.0,Nothing but positive things to say about Prof A. She is amazing at giving feedback outside of class and will not judge you when you have the stupidest questions. She has a quirky sense of humor that makes her just even more fun to discuss with. Really cares about her students personally.
237,0.271,0.271,0.458,0.2665,0.9238846302032471,0.07014288753271103,0.005972543731331825, ECON175,Heather Antecol ,Economics department,3.0,3.0,"not very kind, snarky, plays favorites"
238,0.165,0.454,0.381,0.5245,0.8418466448783875,0.14526638388633728,0.012886911630630493, ECON120,Heather Antecol ,Economics department,2.0,3.0,can't explain concepts well  average at best
239,0.0,0.438,0.562,0.8271,0.0032568357419222593,0.032325588166713715,0.964417576789856, ECON101,Heather Antecol ,Economics department,5.0,1.0,Prof Antecol has a fantastic brain AND great shoes.
240,0.187,0.731,0.082,-0.7783,0.9283886551856995,0.062131937593221664,0.009479462169110775, LABOR1,Heather Antecol ,Economics department,1.0,3.0,She sucks. She maybe has published some econ papers but when it comes to actually explaining the material she sucks. She sucks. I did fine in her class... She has 10% participation but doesnt take attendance. There is no final and no homework. This means your grade is dependent upon what he overall opinion of you is. Which is good and bad...
241,0.036,0.807,0.156,0.6959,0.05030977725982666,0.3926960825920105,0.5569941401481628, ECON175,Heather Antecol ,Economics department,4.5,3.0,Professor Antecol is in her element in this class. This is what she likes to research and it shows. Light work load day to day. Tests are very tricky but graded on a pretty soft curve.
242,0.0,0.671,0.329,0.8834,0.002829638309776783,0.02045520395040512,0.9767151474952698, ECON175,Heather Antecol ,Economics department,3.5,3.0,She's awesome. She is able to teach the material well and is reasonable in her grading and work assignments. She's a great choice for a prof.
243,0.248,0.709,0.044,-0.8311,0.9030328392982483,0.08735878765583038,0.009608435444533825, ECON101,Heather Antecol ,Economics department,2.5,3.0,Antecol was all about proving microeconomic theory rather than explaining its significance.  Class is almost not worth coming to because you just get lost in her quick mathematical proofs.  Problem sets are due weekly...huge pain.  Overall the class seemed disorganized.
244,0.0,0.377,0.623,0.9476,0.0012168461689725518,0.008220150135457516,0.9905630350112915, ECON120,Heather Antecol ,Economics department,5.0,5.0,Prof Antecol is awesome. She's cool and caring and a great asset to the CMC community!
245,0.107,0.72,0.173,0.5233,0.6850910186767578,0.2409452497959137,0.0739637240767479, STATS,Heather Antecol ,Economics department,2.0,3.0,"Not very good at explaining the reasoning behind stats, we pretty much had to memorize formulas and use a terrible book.  I would rather have learned something, but she was really nice."
